Gene_stable_ID	Gene_description	Gene_name
AAEL008641-RJ	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL008641-RM	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL008641-RG	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL008641-RF	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL008641-RL	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL008641-RD	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL008641-RI	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL008641-RB	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL008641-RE	GTP-binding  protein (o) alpha subunit, gnao [Source:VB Community Annotation]	""
AAEL011520-RB	sucrose transport protein [Source:VB Community Annotation]	""
AAEL011520-RA	sucrose transport protein [Source:VB Community Annotation]	""
AAEL011520-RC	sucrose transport protein [Source:VB Community Annotation]	""
AAEL023543-RA	""	""
AAEL022303-RA	""	""
AAEL020540-RA	""	""
AAEL025602-RA	""	""
AAEL001092-RA	udp-glucose pyrophosphatase [Source:VB Community Annotation]	""
AAEL023181-RA	""	""
AAEL022621-RA	""	""
AAEL022621-RB	""	""
AAEL005978-RB	""	""
AAEL005978-RC	""	""
AAEL009191-RA	adenosine deaminase [Source:VB Community Annotation]	""
AAEL008117-RA	ion channel nompc [Source:VB Community Annotation]	""
AAEL019786-RA	NPYLR7B [Source:UniProtKB/TrEMBL;Acc:U5N1H5]	""
AAEL011744-RA	DEAD box ATP-dependent RNA helicase [Source:VB Community Annotation]	""
AAEL011744-RB	DEAD box ATP-dependent RNA helicase [Source:VB Community Annotation]	""
AAEL000528-RA	GPCR Orphan/Putative Class A Family [Source:VB Community Annotation]	GPRNNA22
AAEL024096-RA	""	""
AAEL025584-RA	""	""
AAEL011303-RA	cell division protein ftsj [Source:VB Community Annotation]	""
AAEL001473-RB	dynamin-associated protein [Source:VB Community Annotation]	""
AAEL001473-RC	dynamin-associated protein [Source:VB Community Annotation]	""
AAEL001473-RD	dynamin-associated protein [Source:VB Community Annotation]	""
AAEL001473-RE	dynamin-associated protein [Source:VB Community Annotation]	""
AAEL001473-RF	dynamin-associated protein [Source:VB Community Annotation]	""
AAEL001642-RC	6-pyruvoyltetrahydropterin synthase, putative [Source:UniProtKB/TrEMBL;Acc:Q17KM3]	""
AAEL001642-RD	6-pyruvoyltetrahydropterin synthase, putative [Source:UniProtKB/TrEMBL;Acc:Q17KM3]	""
AAEL019653-RA	""	""
AAEL011302-RB	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RH	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RC	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RA	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RD	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RF	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RG	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RJ	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RE	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL011302-RI	Annexin [Source:UniProtKB/TrEMBL;Acc:Q16QE7]	""
AAEL020817-RA	""	""
AAEL024647-RA	""	""
AAEL024647-RB	""	""
AAEL024647-RC	""	""
AAEL002106-RA	""	""
AAEL020833-RA	""	""
AAEL024651-RA	""	""
AAEL013866-RB	WD-repeat protein [Source:VB Community Annotation]	""
AAEL013866-RC	WD-repeat protein [Source:VB Community Annotation]	""
AAEL024310-RA	""	""
AAEL024310-RB	""	""
AAEL020513-RA	""	""
AAEL000729-RB	""	""
AAEL000729-RC	""	""
AAEL000729-RD	""	""
AAEL000729-RE	""	""
AAEL000729-RF	""	""
AAEL024728-RA	""	""
AAEL024728-RB	""	""
AAEL024728-RC	""	""
AAEL027831-RA	""	""
AAEL027831-RB	""	""
AAEL013156-RB	""	""
AAEL013156-RA	""	""
AAEL025027-RA	""	""
AAEL027455-RA	""	""
AAEL002817-RB	""	""
AAEL024298-RA	""	""
AAEL022345-RA	""	""
AAEL010333-RA	Probable ribosome biogenesis protein AAEL010333 [Source:UniProtKB/TrEMBL;Acc:Q16T92]	""
AAEL006973-RA	ubiquitin conjugating enzyme 7 interacting protein [Source:VB Community Annotation]	""
AAEL006973-RB	ubiquitin conjugating enzyme 7 interacting protein [Source:VB Community Annotation]	""
AAEL006973-RC	ubiquitin conjugating enzyme 7 interacting protein [Source:VB Community Annotation]	""
AAEL021062-RA	""	""
AAEL027299-RA	""	""
AAEL002756-RA	synaptotagmin-4, [Source:VB Community Annotation]	""
AAEL002756-RB	synaptotagmin-4, [Source:VB Community Annotation]	""
AAEL018227-RA	""	""
AAEL018227-RB	""	""
AAEL008278-RA	""	""
AAEL024639-RA	""	""
AAEL022270-RA	""	""
AAEL022671-RA	""	""
AAEL002961-RA	Osiris, putative [Source:VB Community Annotation]	""
AAEL006459-RA	""	""
AAEL026662-RA	""	""
AAEL024408-RA	""	""
AAEL009324-RB	hydroxyacyl dehydrogenase [Source:VB Community Annotation]	""
AAEL009324-RA	hydroxyacyl dehydrogenase [Source:VB Community Annotation]	""
AAEL022389-RA	""	""
AAEL027636-RA	""	""
AAEL015326-RA	lipase 1 precursor [Source:VB Community Annotation]	""
AAEL000978-RB	""	""
AAEL003801-RA	28S ribosomal protein S5 [Source:VB Community Annotation]	mRpS5
AAEL025217-RA	""	""
AAEL026746-RA	""	""
AAEL027746-RA	""	""
AAEL025116-RA	""	""
AAEL006566-RA	suppressor of ty [Source:VB Community Annotation]	""
AAEL023882-RA	""	""
AAEL005477-RA	amidase [Source:VB Community Annotation]	""
AAEL021551-RA	""	""
AAEL008843-RA	""	""
AAEL028163-RA	Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:Q16RI3]	""
AAEL021603-RA	""	""
AAEL016982-RB	""	""
AAEL016982-RC	""	""
AAEL016982-RD	""	""
AAEL016982-RE	""	""
AAEL016982-RF	""	""
AAEL003771-RA	trithorax protein ash2 [Source:VB Community Annotation]	""
AAEL003771-RB	trithorax protein ash2 [Source:VB Community Annotation]	""
AAEL020411-RA	""	""
AAEL025325-RA	""	""
AAEL004280-RA	Osiris, putative [Source:VB Community Annotation]	""
AAEL004839-RB	cyclin t [Source:VB Community Annotation]	""
AAEL004839-RC	cyclin t [Source:VB Community Annotation]	""
AAEL004839-RD	cyclin t [Source:VB Community Annotation]	""
AAEL004839-RE	cyclin t [Source:VB Community Annotation]	""
AAEL004839-RF	cyclin t [Source:VB Community Annotation]	""
AAEL001166-RA	protein phosphatases pp1 regulatory subunit [Source:VB Community Annotation]	""
AAEL001166-RB	protein phosphatases pp1 regulatory subunit [Source:VB Community Annotation]	""
AAEL001166-RC	protein phosphatases pp1 regulatory subunit [Source:VB Community Annotation]	""
AAEL012503-RA	Partner of Y14 and mago (Protein wibg homolog) [Source:VB Community Annotation]	Pym
AAEL020558-RA	""	""
AAEL003317-RB	alkaline phosphatase [Source:VB Community Annotation]	""
AAEL007814-RB	n-twist [Source:VB Community Annotation]	""
AAEL007814-RC	n-twist [Source:VB Community Annotation]	""
AAEL007814-RD	n-twist [Source:VB Community Annotation]	""
AAEL007814-RE	n-twist [Source:VB Community Annotation]	""
AAEL020139-RA	""	""
AAEL005018-RA	""	""
AAEL013128-RB	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RC	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RD	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RE	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RF	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RG	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RH	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RI	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RJ	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RK	elongase, putative [Source:VB Community Annotation]	""
AAEL013128-RL	elongase, putative [Source:VB Community Annotation]	""
AAEL020871-RA	""	""
AAEL026168-RA	""	""
AAEL013885-RA	""	""
AAEL009945-RA	""	""
AAEL006421-RB	trypsin, putative [Source:VB Community Annotation]	""
AAEL008575-RA	regulator of chromosome condensation [Source:VB Community Annotation]	""
AAEL008575-RB	regulator of chromosome condensation [Source:VB Community Annotation]	""
AAEL010164-RA	""	""
AAEL010407-RC	""	""
AAEL010407-RD	""	""
AAEL010407-RE	""	""
AAEL010407-RF	""	""
AAEL010407-RG	""	""
AAEL010407-RH	""	""
AAEL010407-RI	""	""
AAEL027544-RA	""	""
AAEL024383-RA	""	""
AAEL012267-RA	macroglobulin/complement [Source:VB Community Annotation]	""
AAEL012267-RB	macroglobulin/complement [Source:VB Community Annotation]	""
AAEL008118-RA	Protein mab-21 [Source:VB Community Annotation]	""
AAEL012088-RA	""	""
AAEL024758-RA	""	""
AAEL007005-RA	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	""
AAEL002967-RA	""	""
AAEL000208-RA	copii-coated vesicle membrane protein P24 [Source:VB Community Annotation]	""
AAEL021461-RA	""	""
AAEL021461-RB	""	""
AAEL025455-RA	""	""
AAEL001395-RB	suppression of tumorigenicity [Source:VB Community Annotation]	""
AAEL005931-RB	6-phosphogluconate dehydrogenase [Source:VB Community Annotation]	""
AAEL013796-RA	""	""
AAEL025384-RA	""	""
AAEL024636-RA	""	""
AAEL017005-RB	GPCR Neuropeptide Y Family [Source:VB Community Annotation]	GPRNPY6
AAEL017005-RC	GPCR Neuropeptide Y Family [Source:VB Community Annotation]	GPRNPY6
AAEL027569-RA	""	""
AAEL015238-RA	UPF0729 protein AAEL015238 [Source:UniProtKB/Swiss-Prot;Acc:Q16EE5]	""
AAEL010050-RA	""	""
AAEL022579-RA	""	""
AAEL005803-RB	Gastrin-releasing peptide receptor [Source:UniProtKB/TrEMBL;Acc:A0A411JKA4]	""
AAEL005803-RC	Gastrin-releasing peptide receptor [Source:UniProtKB/TrEMBL;Acc:A0A411JKA4]	""
AAEL006264-RC	glucose transporter (sugar transporter [Source:VB Community Annotation]	""
AAEL006264-RB	glucose transporter (sugar transporter [Source:VB Community Annotation]	""
AAEL006264-RA	glucose transporter (sugar transporter [Source:VB Community Annotation]	""
AAEL026398-RA	""	""
AAEL003137-RB	""	""
AAEL003137-RC	""	""
AAEL003137-RD	""	""
AAEL003137-RE	""	""
AAEL003137-RF	""	""
AAEL002761-RAH	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAG	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAM	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RX	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RD	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAA	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RM	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RT	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RL	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAC	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RQ	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RJ	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RE	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAD	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RH	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RV	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RW	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAK	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RZ	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RU	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RG	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RA	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAB	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RI	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RR	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RN	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RO	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAF	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RB	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RS	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RC	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAI	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RF	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RK	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RY	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAL	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAE	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAJ	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RAN	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL002761-RP	tropomyosin invertebrate [Source:VB Community Annotation]	""
AAEL012777-RA	serine protease snake, putative [Source:VB Community Annotation]	""
AAEL026333-RA	""	""
AAEL022552-RA	""	""
AAEL005696-RB	cytochrome P450 [Source:VB Community Annotation]	CYP325X2
AAEL004420-RC	""	""
AAEL004420-RB	""	""
AAEL004420-RD	""	""
AAEL004420-RA	""	""
AAEL028138-RA	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	""
AAEL022592-RA	""	""
AAEL009748-RA	2-hydroxyphytanoyl-coa lyase [Source:UniProtKB/TrEMBL;Acc:Q16UY3]	""
AAEL019658-RA	""	""
AAEL022480-RA	""	""
AAEL007026-RC	""	""
AAEL007026-RB	""	""
AAEL007026-RA	""	""
AAEL003504-RB	emx homeobox protein [Source:VB Community Annotation]	""
AAEL006737-RA	""	""
AAEL001270-RB	""	""
AAEL006684-RA	Putative oxidoreductase GLYR1 homolog (EC 1.-.-.-)(Glyoxylate reductase 1 homolog)(Nuclear protein NP60 homolog) [Source:VB Community Annotation]	""
AAEL006684-RB	Putative oxidoreductase GLYR1 homolog (EC 1.-.-.-)(Glyoxylate reductase 1 homolog)(Nuclear protein NP60 homolog) [Source:VB Community Annotation]	""
AAEL013570-RA	""	""
AAEL021754-RA	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	""
AAEL022861-RA	""	""
AAEL025592-RA	""	""
AAEL005496-RA	Zinc/iron transporter [Source:UniProtKB/TrEMBL;Acc:A0A1S4FAQ0]	""
AAEL004844-RB	nervous wreck, putative [Source:VB Community Annotation]	""
AAEL004844-RC	nervous wreck, putative [Source:VB Community Annotation]	""
AAEL003958-RB	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL003958-RC	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL003958-RD	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL003958-RE	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL003958-RF	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL003958-RG	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL003958-RH	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL003958-RI	neurotransmitter gated ion channel [Source:VB Community Annotation]	""
AAEL021520-RA	""	""
AAEL021520-RB	""	""
AAEL021520-RC	""	""
AAEL021520-RD	""	""
AAEL021520-RE	""	""
AAEL012621-RB	arginine/serine-rich splicing factor [Source:VB Community Annotation]	""
AAEL012621-RC	arginine/serine-rich splicing factor [Source:VB Community Annotation]	""
AAEL012621-RD	arginine/serine-rich splicing factor [Source:VB Community Annotation]	""
AAEL012621-RE	arginine/serine-rich splicing factor [Source:VB Community Annotation]	""
AAEL000571-RB	""	""
AAEL000571-RC	""	""
AAEL001627-RA	udp-n-acteylglucosamine pyrophosphorylase [Source:VB Community Annotation]	""
AAEL020497-RA	""	""
AAEL007369-RA	homeobox protein even skipped [Source:VB Community Annotation]	""
AAEL021176-RA	""	""
AAEL021203-RA	""	""
AAEL021203-RB	""	""
AAEL024653-RA	""	""
AAEL024653-RB	""	""
AAEL024653-RC	""	""
AAEL024653-RD	""	""
AAEL026776-RA	""	""
AAEL014032-RB	""	""
AAEL014032-RC	""	""
AAEL014032-RD	""	""
AAEL014032-RE	""	""
AAEL028056-RA	""	""
AAEL028056-RB	""	""
AAEL008067-RD	""	""
AAEL008067-RE	""	""
AAEL008067-RF	""	""
AAEL020965-RA	""	""
AAEL023968-RA	""	""
AAEL009629-RB	endoU protein, putative [Source:VB Community Annotation]	""
AAEL009629-RA	endoU protein, putative [Source:VB Community Annotation]	""
AAEL005074-RB	""	""
AAEL005074-RC	""	""
AAEL005074-RD	""	""
AAEL005074-RE	""	""
AAEL005074-RF	""	""
AAEL005074-RG	""	""
AAEL015571-RB	""	""
AAEL015571-RA	""	""
AAEL022508-RA	""	""
AAEL004035-RA	importin 11 (imp11) (ran-binding protein 11) [Source:VB Community Annotation]	""
AAEL015020-RA	glycoside  hydrolases [Source:VB Community Annotation]	""
AAEL026551-RA	""	""
AAEL025134-RA	""	""
AAEL025134-RB	""	""
AAEL025134-RC	""	""
AAEL019460-RA	""	""
AAEL019460-RB	""	""
AAEL019460-RC	""	""
AAEL006832-RB	GPCR Frizzled/Smoothened Family [Source:VB Community Annotation]	GPRFZ3
AAEL026906-RA	""	""
AAEL026906-RB	""	""
AAEL026906-RC	""	""
AAEL026906-RD	""	""
AAEL026906-RE	""	""
AAEL026906-RF	""	""
AAEL001938-RA	ATP-binding cassette sub-family A member 3, putative [Source:VB Community Annotation]	""
AAEL008167-RD	aspartate ammonia lyase [Source:VB Community Annotation]	""
AAEL008167-RC	aspartate ammonia lyase [Source:VB Community Annotation]	""
AAEL008167-RB	aspartate ammonia lyase [Source:VB Community Annotation]	""
AAEL022566-RA	""	""
AAEL019883-RA	""	""
AAEL019883-RB	""	""
AAEL019883-RC	""	""
AAEL019883-RD	""	""
AAEL019883-RE	""	""
AAEL019883-RF	""	""
AAEL002055-RA	neuroendocrine protein 7b2 [Source:VB Community Annotation]	""
AAEL006524-RB	venom allergen [Source:VB Community Annotation]	""
AAEL021929-RA	""	""
AAEL023482-RA	""	""
AAEL008630-RE	GTP-binding  protein alpha subunit, gna [Source:VB Community Annotation]	""
AAEL008630-RB	GTP-binding  protein alpha subunit, gna [Source:VB Community Annotation]	""
AAEL008630-RA	GTP-binding  protein alpha subunit, gna [Source:VB Community Annotation]	""
AAEL008630-RD	GTP-binding  protein alpha subunit, gna [Source:VB Community Annotation]	""
AAEL008630-RC	GTP-binding  protein alpha subunit, gna [Source:VB Community Annotation]	""
AAEL001427-RA	short-chain dehydrogenase [Source:VB Community Annotation]	""
AAEL005139-RA	""	""
AAEL021304-RA	""	""
AAEL024098-RA	""	""
AAEL025459-RA	""	""
AAEL005171-RA	""	""
AAEL012585-RA	60S ribosomal protein L7 [Source:UniProtKB/TrEMBL;Acc:Q1HR81]	RpL7
AAEL022474-RA	""	""
AAEL022474-RB	""	""
AAEL027712-RA	""	""
AAEL003684-RA	ku P80 DNA helicase [Source:VB Community Annotation]	""
AAEL002348-RB	paired box protein pax-6 [Source:VB Community Annotation]	""
AAEL022569-RA	""	""
AAEL025153-RA	""	""
AAEL025491-RA	""	""
AAEL021376-RA	""	""
AAEL021376-RB	""	""
AAEL021376-RC	""	""
AAEL021376-RD	""	""
AAEL025111-RA	""	""
AAEL025111-RB	""	""
AAEL025111-RC	""	""
AAEL003195-RA	Carboxy/choline esterase Alpha Esterase [Source:VB Community Annotation]	CCEAE1C
AAEL000276-RE	""	""
AAEL000276-RD	""	""
AAEL000276-RC	""	""
AAEL000276-RA	""	""
AAEL000276-RB	""	""
AAEL023503-RA	""	""
AAEL024385-RA	""	""
AAEL002003-RA	protein serine/threonine kinase, putative [Source:VB Community Annotation]	""
AAEL014609-RA	cytochrome P450 [Source:VB Community Annotation]	CYP9J26
AAEL019884-RA	""	""
AAEL019884-RB	""	""
AAEL019884-RC	""	""
AAEL007191-RA	amino acid transporter [Source:VB Community Annotation]	""
AAEL011687-RA	alternative splicing type 3 and, putative [Source:VB Community Annotation]	""
AAEL008560-RA	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	""
AAEL023811-RA	""	""
AAEL002834-RC	myo-inositol-1 phosphate synthase [Source:VB Community Annotation]	""
AAEL002834-RD	myo-inositol-1 phosphate synthase [Source:VB Community Annotation]	""
AAEL011283-RB	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-)(Cytoplasmic tRNA adenylyltransferase 1) [Source:VB Community Annotation]	""
AAEL011283-RA	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-)(Cytoplasmic tRNA adenylyltransferase 1) [Source:VB Community Annotation]	""
AAEL011276-RB	mitochondrial glutamate carrier protein [Source:VB Community Annotation]	""
AAEL011276-RA	mitochondrial glutamate carrier protein [Source:VB Community Annotation]	""
AAEL026284-RA	""	""
AAEL027462-RA	""	""
AAEL007637-RB	AAA ATPase [Source:VB Community Annotation]	""
AAEL020174-RA	""	""
AAEL021851-RA	""	""
AAEL009213-RB	""	""
AAEL009213-RC	""	""
AAEL009213-RD	""	""
AAEL009213-RE	""	""
AAEL023443-RA	""	""
AAEL013547-RA	""	""
AAEL013547-RB	""	""
AAEL027141-RA	""	""
AAEL023875-RA	""	""
AAEL020409-RA	""	""
AAEL002056-RA	Cytoplasmic tRNA 2-thiolation protein 2 [Source:VB Community Annotation]	""
AAEL002056-RB	Cytoplasmic tRNA 2-thiolation protein 2 [Source:VB Community Annotation]	""
AAEL009608-RB	28S ribosomal protein S16, mitochondrial [Source:VB Community Annotation]	mRpS16
AAEL009608-RC	28S ribosomal protein S16, mitochondrial [Source:VB Community Annotation]	mRpS16
AAEL002057-RA	""	""
AAEL000498-RB	defective proboscis extension response, putative [Source:VB Community Annotation]	""
AAEL022106-RA	""	""
AAEL022106-RB	""	""
AAEL027741-RA	""	""
AAEL008101-RB	""	""
AAEL008101-RC	""	""
AAEL023932-RA	""	""
AAEL022513-RA	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	""
AAEL005060-RB	Clip-Domain Serine Protease family B. [Source:VB Community Annotation]	CLIPB44
AAEL025581-RA	""	""
AAEL007355-RA	mitochondrial ribosomal protein, S18A, putative [Source:VB Community Annotation]	mRpS18A
AAEL008356-RB	""	""
AAEL008356-RC	""	""
AAEL008356-RD	""	""
AAEL008356-RE	""	""
AAEL022491-RA	""	""
AAEL025628-RA	""	""
AAEL027358-RA	""	""
AAEL004103-RA	deoxyribonuclease I, putative [Source:VB Community Annotation]	""
AAEL013968-RA	""	""
AAEL026730-RA	""	""
AAEL027807-RA	""	""
AAEL027251-RA	""	""
AAEL015255-RB	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RC	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RD	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RE	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RF	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RG	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RH	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RI	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RJ	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RK	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RL	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RM	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RN	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RO	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RP	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RQ	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RR	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RS	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RT	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RU	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RV	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL015255-RW	phosphatidylinositol-4-phosphate 5-kinase type i [Source:VB Community Annotation]	""
AAEL025686-RA	""	""
AAEL014735-RA	""	""
AAEL027845-RA	""	""
AAEL021827-RA	""	""
AAEL008449-RA	""	""
AAEL012312-RA	proliferation-associated 2g4 (pa2g4/ebp1) [Source:VB Community Annotation]	""
AAEL024617-RA	""	""
AAEL023293-RA	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	""
AAEL025937-RA	""	""
AAEL022929-RA	""	""
AAEL024761-RA	""	""
AAEL006722-RA	eclosion hormone, putative [Source:VB Community Annotation]	""
AAEL011187-RB	U520 [Source:VB Community Annotation]	""
AAEL020536-RA	""	""
AAEL002316-RA	""	""
AAEL019604-RA	""	""
AAEL019604-RB	""	""
AAEL019604-RC	""	""
AAEL022437-RA	""	""
AAEL000809-RA	""	""
AAEL023626-RA	""	""
AAEL012501-RA	""	""
AAEL012501-RB	""	""
AAEL004467-RA	""	""
AAEL019924-RA	""	""
AAEL017201-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9E9Q3]	Or94
AAEL008698-RA	prolylcarboxypeptidase, putative [Source:VB Community Annotation]	""
AAEL012353-RA	C-Type Lectin (CTL). [Source:VB Community Annotation]	CTL15
AAEL023955-RA	""	""
AAEL024555-RA	""	""
AAEL021098-RA	""	""
AAEL019655-RA	""	""
AAEL026375-RA	""	""
AAEL000747-RB	""	""
AAEL000747-RC	""	""
AAEL000747-RD	""	""
AAEL013291-RA	""	""
AAEL013291-RB	""	""
AAEL018293-RB	""	""
AAEL018293-RC	""	""
AAEL018293-RD	""	""
AAEL018293-RE	""	""
AAEL018293-RF	""	""
AAEL019469-RA	""	""
AAEL027156-RA	""	""
AAEL022161-RA	""	""
AAEL019520-RA	""	""
AAEL006287-RA	PIWI [Source:VB Community Annotation]	PIWI7
AAEL022363-RA	""	""
AAEL020740-RA	""	""
AAEL023873-RA	""	""
AAEL007343-RA	""	""
AAEL026818-RA	""	""
AAEL023825-RA	""	""
AAEL024458-RA	""	""
AAEL025432-RA	Cytidine deaminase [Source:UniProtKB/TrEMBL;Acc:Q0IF52]	""
