Gene_stable_ID	Gene_name	Gene_description
AGAP003386-RA	""	""
AGAP003387-RA	""	""
AGAP003388-RA	""	""
AGAP003389-RA	""	""
AGAP003390-RA	CPR124	cuticular protein RR-2 family 124 [Source:VB Community Annotation]
AGAP003394-RA	""	""
AGAP003395-RA	""	""
AGAP003396-RA	""	phosphatidylinositol glycan, class Q [Source:VB Community Annotation]
AGAP003397-RA	""	Similar to ATP-dependent RNA helicase dbp5 [Source:VB Community Annotation]
AGAP003398-RA	""	nucleosome-remodeling factor 38 kDa subunit [Source:VB Community Annotation]
AGAP003398-RB	""	nucleosome-remodeling factor 38 kDa subunit [Source:VB Community Annotation]
AGAP003398-RC	""	nucleosome-remodeling factor 38 kDa subunit [Source:VB Community Annotation]
AGAP003398-RD	""	nucleosome-remodeling factor 38 kDa subunit [Source:VB Community Annotation]
AGAP003398-RE	""	nucleosome-remodeling factor 38 kDa subunit [Source:VB Community Annotation]
AGAP003398-RF	""	nucleosome-remodeling factor 38 kDa subunit [Source:VB Community Annotation]
AGAP003399-RA	""	""
AGAP003400-RA	""	""
AGAP003401-RA	""	""
AGAP003402-RA	""	""
AGAP003404-RA	""	phosphatidylinositol glycan, class H [Source:VB Community Annotation]
AGAP003405-RA	""	adenylosuccinate synthase [Source:VB Community Annotation]
AGAP003406-RA	""	""
AGAP003408-RA	""	aldose reductase [Source:VB Community Annotation]
AGAP003409-RA	""	""
AGAP003410-RA	""	Myb-interacting protein [Source:VB Community Annotation]
AGAP003411-RA	""	""
AGAP003412-RA	RpS28	40S ribosomal protein S28 [Source:VB Community Annotation]
AGAP003413-RA	""	alanyl-tRNA synthetase domain-containing protein 1 [Source:VB Community Annotation]
AGAP003414-RA	""	3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [Source:VB Community Annotation]
AGAP003414-RB	""	3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [Source:VB Community Annotation]
AGAP003415-RA	""	Grx3p [Source:VB Community Annotation]
AGAP003416-RA	""	prefoldin alpha subunit [Source:VB Community Annotation]
AGAP003417-RA	""	""
AGAP003417-RB	""	""
AGAP003418-RA	""	stearoyl-CoA desaturase (delta-9 desaturase) [Source:VB Community Annotation]
AGAP003419-RA	""	""
AGAP003420-RA	Osi22	protein osiris 22 [Source:VB Community Annotation]
AGAP003421-RA	""	""
AGAP003422-RA	""	endoplasmic reticulum metallopeptidase 1 [Source:VB Community Annotation]
AGAP003423-RA	""	endoplasmic reticulum metallopeptidase 1 [Source:VB Community Annotation]
AGAP003424-RA	""	catenin alpha [Source:VB Community Annotation]
AGAP003425-RA	""	solute carrier family 7 (cationic amino acid transporter, y+ system) [Source:VB Community Annotation]
AGAP003428-RA	""	speckle-type POZ protein [Source:VB Community Annotation]
AGAP003428-RB	""	speckle-type POZ protein [Source:VB Community Annotation]
AGAP003429-RA	""	LIM and senescent cell antigen-like domains 1 [Source:VB Community Annotation]
AGAP003429-RB	""	LIM and senescent cell antigen-like domains 1 [Source:VB Community Annotation]
AGAP003429-RC	""	LIM and senescent cell antigen-like domains 1 [Source:VB Community Annotation]
AGAP003430-RA	VhaM8.9	vacuolar H+ ATPase M8.9 accessory subunit [Source:VB Community Annotation]
AGAP003431-RA	""	RUN and FYVE domain-containing 2 [Source:VB Community Annotation]
AGAP003431-RB	""	RUN and FYVE domain-containing 2 [Source:VB Community Annotation]
AGAP003431-RC	""	RUN and FYVE domain-containing 2 [Source:VB Community Annotation]
AGAP003432-RA	""	endoplasmic reticulum metallopeptidase 1 [Source:VB Community Annotation]
AGAP003433-RA	""	""
AGAP003434-RA	""	Condensin complex subunit 1 [Source:UniProtKB/TrEMBL;Acc:Q7QDI4]
AGAP003437-RA	""	""
AGAP003438-RA	""	""
AGAP003439-RA	""	""
AGAP003439-RB	""	""
AGAP003439-RC	""	""
AGAP003439-RD	""	""
AGAP003439-RE	""	""
AGAP003439-RF	""	""
AGAP003439-RG	""	""
AGAP003439-RH	""	""
AGAP003439-RH	""	""
AGAP003439-RI	""	""
AGAP003439-RI	""	""
AGAP003439-RJ	""	""
AGAP003439-RJ	""	""
AGAP003439-RK	""	""
AGAP003439-RK	""	""
AGAP003439-RL	""	""
AGAP003439-RL	""	""
AGAP003439-RM	""	""
AGAP003439-RM	""	""
AGAP003439-RN	""	""
AGAP003439-RN	""	""
AGAP003439-RO	""	""
AGAP003439-RO	""	""
AGAP003439-RP	""	""
AGAP003439-RP	""	""
AGAP003439-RQ	""	""
AGAP003439-RQ	""	""
AGAP003439-RR	""	""
AGAP003439-RR	""	""
AGAP003439-RS	""	""
AGAP003439-RS	""	""
AGAP003439-RT	""	""
AGAP003439-RT	""	""
AGAP003440-RA	""	""
AGAP003441-RA	""	""
AGAP003442-RA	""	""
AGAP003444-RA	""	""
AGAP003445-RA	Tsc1	tuberous sclerosis 1 [Source:VB Community Annotation]
AGAP003446-RA	""	""
AGAP003447-RA	""	""
AGAP003449-RA	""	rootletin [Source:VB Community Annotation]
AGAP003453-RA	""	""
AGAP003454-RA	""	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit [Source:VB Community Annotation]
AGAP003457-RA	""	""
AGAP003459-RA	""	nuclear pore complex protein Nup93 [Source:VB Community Annotation]
AGAP003460-RA	""	mRNA (guanine-N7-)-methyltransferase [Source:VB Community Annotation]
AGAP003461-RA	""	beta-1,4-N-acetylglucosaminyltransferase [Source:VB Community Annotation]
AGAP003462-RA	""	protein arginine N-methyltransferase 1 [Source:VB Community Annotation]
AGAP003463-RA	""	""
AGAP003464-RA	""	glycerol kinase [Source:VB Community Annotation]
AGAP003465-RA	Osi14	protein osiris 14 [Source:VB Community Annotation]
AGAP003466-RA	Osi15	protein osiris 15 [Source:VB Community Annotation]
AGAP003467-RA	""	osiris 16 [Source:VB Community Annotation]
AGAP003468-RA	Osi17	protein osiris 17 [Source:VB Community Annotation]
AGAP003469-RA	Osi18	protein osiris 18 [Source:VB Community Annotation]
AGAP003470-RA	Osi19	protein osiris 19 [Source:VB Community Annotation]
AGAP003471-RA	Osi20	protein osiris 20 [Source:VB Community Annotation]
AGAP003472-RA	Osi16	protein osiris 16 [Source:VB Community Annotation]
AGAP003473-RA	""	""
AGAP003474-RA	""	""
AGAP003475-RA	""	leucyl aminopeptidase [Source:VB Community Annotation]
AGAP003475-RB	""	leucyl aminopeptidase [Source:VB Community Annotation]
AGAP003476-RA	""	protein BCP1 [Source:VB Community Annotation]
AGAP003477-RA	""	T-complex protein 1 subunit zeta [Source:VB Community Annotation]
AGAP003478-RA	""	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7QDE5]
AGAP003479-RA	""	""
AGAP003481-RA	""	""
AGAP003482-RA	""	oxysterol-binding protein [Source:VB Community Annotation]
AGAP003483-RA	""	""
AGAP003484-RA	""	oxysterol-binding protein [Source:VB Community Annotation]
AGAP003484-RB	""	oxysterol-binding protein [Source:VB Community Annotation]
AGAP003485-RA	""	thioredoxin domain-containing protein [Source:VB Community Annotation]
AGAP003486-RA	""	""
AGAP003487-RA	""	Mesenchymal stem cell protein DSCD75 [Source:VB Community Annotation]
AGAP003488-RA	""	nucleotide exchange factor SIL1 [Source:VB Community Annotation]
AGAP003489-RA	""	""
AGAP003490-RA	""	alanine-glyoxylate aminotransferase [Source:VB Community Annotation]
AGAP003492-RA	""	facilitated glucose transporter (solute carrier family 2) [Source:VB Community Annotation]
AGAP003492-RB	""	facilitated glucose transporter (solute carrier family 2) [Source:VB Community Annotation]
AGAP003492-RC	""	facilitated glucose transporter (solute carrier family 2) [Source:VB Community Annotation]
AGAP003492-RD	""	facilitated glucose transporter (solute carrier family 2) [Source:VB Community Annotation]
AGAP003493-RA	""	sugar transporter ERD6-like 6 [Source:VB Community Annotation]
AGAP003493-RB	""	sugar transporter ERD6-like 6 [Source:VB Community Annotation]
AGAP003493-RC	""	sugar transporter ERD6-like 6 [Source:VB Community Annotation]
AGAP003493-RD	""	sugar transporter ERD6-like 6 [Source:VB Community Annotation]
AGAP003494-RA	""	sugar transporter ERD6-like 7 [Source:VB Community Annotation]
AGAP003495-RA	""	""
AGAP003496-RA	""	""
AGAP003497-RA	""	""
AGAP003498-RA	""	""
AGAP003499-RA	""	""
AGAP003500-RA	""	Lipase [Source:UniProtKB/TrEMBL;Acc:Q7QH37]
AGAP003501-RA	""	Lipase [Source:UniProtKB/TrEMBL;Acc:Q5TVS6]
AGAP003502-RA	HPX6	heme peroxidase 6 [Source:VB Community Annotation]
AGAP003503-RA	""	nuclear pore complex protein Nup133 [Source:VB Community Annotation]
AGAP003504-RA	""	""
AGAP003506-RA	""	""
AGAP003507-RA	""	charged multivesicular body protein 3 [Source:VB Community Annotation]
AGAP003508-RA	""	ATP-dependent RNA helicase SUPV3L1, mitochondrial [Source:VB Community Annotation]
AGAP003509-RA	""	Complexin, isoform V [Source:VB Community Annotation]
AGAP003509-RB	""	Complexin, isoform V [Source:VB Community Annotation]
AGAP003509-RC	""	Complexin, isoform V [Source:VB Community Annotation]
AGAP003509-RD	""	Complexin, isoform V [Source:VB Community Annotation]
AGAP003509-RE	""	Complexin, isoform V [Source:VB Community Annotation]
AGAP003509-RF	""	Complexin, isoform V [Source:VB Community Annotation]
AGAP003509-RG	""	Complexin, isoform V [Source:VB Community Annotation]
AGAP003510-RA	""	""
AGAP003510-RB	""	""
AGAP003512-RA	""	""
AGAP003513-RA	""	""
AGAP003513-RB	""	""
AGAP003514-RA	""	""
AGAP003515-RA	NIT8537	""
AGAP003516-RA	NIT8492	""
AGAP003517-RA	""	phenylalanyl-tRNA synthetase beta chain [Source:VB Community Annotation]
AGAP003517-RB	""	phenylalanyl-tRNA synthetase beta chain [Source:VB Community Annotation]
AGAP003519-RA	""	ankyrin repeat domain-containing protein 17 [Source:VB Community Annotation]
AGAP003521-RA	""	alpha-2-macroglobulin receptor-associated protein [Source:VB Community Annotation]
AGAP003522-RA	CYP329A1	cytochrome P450 [Source:VB Community Annotation]
AGAP003523-RA	""	hypoxia-inducible factor prolyl hydroxylase [Source:VB Community Annotation]
AGAP003524-RA	""	transcription initiation factor TFIID subunit 5 [Source:VB Community Annotation]
AGAP003525-RA	""	CCR4-NOT transcription complex, subunit 2 [Source:VB Community Annotation]
AGAP003525-RB	""	CCR4-NOT transcription complex, subunit 2 [Source:VB Community Annotation]
AGAP003526-RA	""	asterless [Source:VB Community Annotation]
AGAP003527-RA	""	O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [Source:VB Community Annotation]
AGAP003530-RA	OBP6	odorant-binding protein antennal 6 [Source:VB Community Annotation]
AGAP003531-RA	IR41n	ionotropic receptor IR41n [Source:VB Community Annotation]
AGAP003532-RA	RpS3a	40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot;Acc:P52813]
AGAP003533-RA	""	DnaJ homolog subfamily C member 19 [Source:VB Community Annotation]
AGAP003534-RA	""	UPF0443 protein AGAP003534 [Source:VB Community Annotation]
AGAP003535-RA	""	""
AGAP003536-RA	""	solute carrier family 25 (mitochondrial S-adenosylmethionine transporter) [Source:VB Community Annotation]
AGAP003537-RA	""	Cys2His2 zinc finger developmental/cell cycle regulator, other [Source:VB Community Annotation]
AGAP003537-RB	""	Cys2His2 zinc finger developmental/cell cycle regulator, other [Source:VB Community Annotation]
AGAP003538-RA	RpL36a	60S ribosomal protein L36a [Source:VB Community Annotation]
AGAP003539-RA	""	Armadillo repeat-containing protein [Source:VB Community Annotation]
AGAP003539-RB	""	Armadillo repeat-containing protein [Source:VB Community Annotation]
AGAP003540-RA	""	""
AGAP003541-RA	""	eukaryotic translation elongation factor 1 alpha 1 [Source:VB Community Annotation]
AGAP003541-RB	""	eukaryotic translation elongation factor 1 alpha 1 [Source:VB Community Annotation]
AGAP003541-RC	""	eukaryotic translation elongation factor 1 alpha 1 [Source:VB Community Annotation]
AGAP003542-RA	""	Epoxide hydrolase 2, cytoplasmic [Source:VB Community Annotation]
AGAP003543-RA	""	translation machinery-associated protein 16 [Source:VB Community Annotation]
AGAP003544-RA	""	""
AGAP003545-RA	Osk	protein oskar [Source:VB Community Annotation]
AGAP003545-RB	Osk	protein oskar [Source:VB Community Annotation]
AGAP003546-RA	""	Polychaetoid, isoform F [Source:VB Community Annotation]
AGAP003546-RB	""	Polychaetoid, isoform F [Source:VB Community Annotation]
AGAP003546-RC	""	Polychaetoid, isoform F [Source:VB Community Annotation]
AGAP003547-RA	""	MORN repeat-containing protein 4 [Source:VB Community Annotation]
AGAP003547-RB	""	MORN repeat-containing protein 4 [Source:VB Community Annotation]
AGAP003548-RA	""	DNA repair/transcription protein MET18/MMS19 [Source:VB Community Annotation]
AGAP003549-RA	""	""
AGAP003550-RA	""	""
AGAP003551-RA	""	beta-1,4-mannosyltransferase [Source:VB Community Annotation]
AGAP003552-RA	""	SET and MYND domain-containing protein 5 [Source:VB Community Annotation]
AGAP003553-RA	""	Transmembrane emp24 protein transport domain containing 9 [Source:VB Community Annotation]
AGAP003554-RA	""	""
AGAP003555-RA	""	multiple inositol-polyphosphate phosphatase [Source:VB Community Annotation]
AGAP003556-RA	RpL3	60S ribosomal protein L3 [Source:VB Community Annotation]
AGAP003556-RB	""	""
AGAP003557-RA	""	""
AGAP003558-RA	""	""
AGAP003559-RA	""	""
AGAP003560-RA	""	UDP-glucose:glycoprotein glucosyltransferase [Source:VB Community Annotation]
AGAP003561-RA	""	""
AGAP003561-RB	""	""
AGAP003562-RA	""	""
AGAP003565-RA	""	""
AGAP003566-RA	""	""
AGAP003567-RA	""	hepatitis B virus X-interacting protein [Source:VB Community Annotation]
AGAP003568-RA	COE22933	carboxylesterase [Source:VB Community Annotation]
AGAP003569-RA	""	""
AGAP003570-RA	""	""
AGAP003571-RA	""	threonine dehydratase [Source:VB Community Annotation]
AGAP003571-RB	""	threonine dehydratase [Source:VB Community Annotation]
AGAP003571-RC	""	threonine dehydratase [Source:VB Community Annotation]
AGAP003572-RA	""	""
AGAP003573-RA	""	""
AGAP003573-RB	""	""
AGAP003574-RA	""	""
AGAP003575-RA	""	""
AGAP003576-RA	""	transportin-3 [Source:VB Community Annotation]
AGAP003577-RA	""	Ras-related and estrogen-regulated growth inhibitor-like protein [Source:VB Community Annotation]
AGAP003578-RA	""	aldehyde dehydrogenase (NAD+) [Source:VB Community Annotation]
AGAP003579-RA	""	cadherin-87A [Source:VB Community Annotation]
AGAP003580-RA	""	""
AGAP003581-RA	""	D-xylulose reductase A [Source:VB Community Annotation]
AGAP003582-RA	""	D-xylulose reductase A [Source:VB Community Annotation]
AGAP003583-RA	""	L-iditol 2-dehydrogenase [Source:VB Community Annotation]
AGAP003584-RA	""	L-iditol 2-dehydrogenase [Source:VB Community Annotation]
AGAP003585-RA	""	""
AGAP003586-RA	""	Phosphate carrier, mitochondrial [Source:VB Community Annotation]
AGAP003587-RA	""	solute carrier family 26 (sodium-independent sulfate anion transporter) [Source:VB Community Annotation]
AGAP003587-RB	""	solute carrier family 26 (sodium-independent sulfate anion transporter) [Source:VB Community Annotation]
AGAP003588-RA	VATH	V-type H+-transporting ATPase subunit H [Source:VB Community Annotation]
AGAP003589-RA	""	prolyl-tRNA synthetase [Source:VB Community Annotation]
AGAP003590-RA	""	""
AGAP003591-RA	""	LRR-repeat protein 1 [Source:VB Community Annotation]
AGAP003592-RA	RpLP0	60S ribosomal protein LP0 [Source:VB Community Annotation]
AGAP003592-RB	RpLP0	60S ribosomal protein LP0 [Source:VB Community Annotation]
AGAP003593-RA	""	Protein arginine methyltransferase RmtB [Source:VB Community Annotation]
AGAP003594-RA	""	""
AGAP003595-RA	""	rRNA biogenesis protein RRP5 [Source:VB Community Annotation]
AGAP003596-RA	""	""
AGAP003597-RA	""	histone-lysine N-methyltransferase SUV39H [Source:VB Community Annotation]
AGAP003597-RB	""	histone-lysine N-methyltransferase SUV39H [Source:VB Community Annotation]
AGAP003598-RA	""	template-activating factor I [Source:VB Community Annotation]
AGAP003599-RA	""	F-type H+-transporting ATPase oligomycin sensitivity conferral protein [Source:VB Community Annotation]
AGAP003600-RA	""	Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:Q7QAP0]
AGAP003601-RA	""	alpha-1,2-mannosyltransferase [Source:VB Community Annotation]
AGAP003602-RA	""	methyltransferase-like protein 9 [Source:VB Community Annotation]
AGAP003602-RB	""	methyltransferase-like protein 9 [Source:VB Community Annotation]
AGAP003603-RA	""	""
AGAP003604-RA	""	""
AGAP003605-RA	""	cullin 2 [Source:VB Community Annotation]
AGAP003606-RA	""	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q7QAN6]
AGAP003607-RA	""	Cad96Cb, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A1S4GJ87]
AGAP003608-RA	CYP4AA1	cytochrome P450 [Source:VB Community Annotation]
AGAP003610-RA	""	""
AGAP003611-RA	""	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q7QAN3]
AGAP003612-RA	""	""
AGAP003613-RA	""	palmitoyltransferase ZDHHC3 [Source:VB Community Annotation]
AGAP003614-RA	""	""
AGAP003614-RB	""	""
AGAP003615-RA	""	toll-interacting protein [Source:VB Community Annotation]
AGAP003616-RA	""	""
AGAP003618-RA	""	serine/threonine-protein kinase LATS1/2 [Source:VB Community Annotation]
AGAP003618-RB	""	serine/threonine-protein kinase LATS1/2 [Source:VB Community Annotation]
AGAP003619-RA	""	transcription elongation factor SPT6 [Source:VB Community Annotation]
AGAP003620-RA	""	""
AGAP003621-RA	""	coiled-coil domain-containing protein 25 [Source:VB Community Annotation]
AGAP003622-RA	""	Queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:UniProtKB/TrEMBL;Acc:Q7QAM7]
AGAP003623-RA	""	long-chain acyl-CoA synthetase [Source:VB Community Annotation]
AGAP003623-RB	""	long-chain acyl-CoA synthetase [Source:VB Community Annotation]
AGAP003623-RC	""	long-chain acyl-CoA synthetase [Source:VB Community Annotation]
AGAP003624-RA	""	""
AGAP003625-RA	""	""
AGAP003626-RA	""	""
AGAP003627-RA	""	""
AGAP003629-RA	""	""
AGAP003630-RA	""	""
AGAP003631-RA	GPRGRP2	putative gastrin/bombesin receptor 2 [Source:VB Community Annotation]
AGAP003632-RA	""	U3 small nucleolar RNA-associated protein 14 [Source:VB Community Annotation]
AGAP003633-RA	""	""
AGAP003635-RA	""	""
AGAP003636-RA	""	inositol oxygenase [Source:VB Community Annotation]
AGAP003638-RA	""	""
AGAP003639-RA	""	Prolylcarboxypeptidase [Source:VB Community Annotation]
AGAP003640-RA	SP8905	""
AGAP003641-RA	SP8907	""
AGAP003642-RA	SP8898	""
AGAP003643-RA	""	ubiquitin carboxyl-terminal hydrolase 34 [Source:VB Community Annotation]
AGAP003644-RA	mRpS11	28S ribosomal protein S11, mitochondrial [Source:VB Community Annotation]
AGAP003645-RA	""	kelch-like protein 19 [Source:VB Community Annotation]
AGAP003646-RA	""	""
AGAP003647-RA	""	""
AGAP003648-RA	""	DNA-directed RNA polymerase II subunit RPB2 [Source:VB Community Annotation]
AGAP003649-RA	""	""
AGAP003649-RB	""	""
AGAP003649-RC	""	""
AGAP003650-RA	""	translation initiation factor eIF-2B subunit alpha [Source:VB Community Annotation]
AGAP003651-RA	""	Tyrosine-protein kinase Fes/Fps [Source:VB Community Annotation]
AGAP003651-RB	""	Tyrosine-protein kinase Fes/Fps [Source:VB Community Annotation]
AGAP003652-RA	""	aldehyde dehydrogenase (NAD+) [Source:VB Community Annotation]
AGAP003652-RB	""	aldehyde dehydrogenase (NAD+) [Source:VB Community Annotation]
AGAP003654-RA	GPRCAL3	putative calcitonin receptor 3 [Source:VB Community Annotation]
AGAP003655-RA	""	RNA methyltransferase like 1 [Source:VB Community Annotation]
AGAP003656-RA	""	Terribly reduced optic lobes, isoform B [Source:VB Community Annotation]
AGAP003656-RB	""	Terribly reduced optic lobes, isoform B [Source:VB Community Annotation]
AGAP003656-RC	""	Terribly reduced optic lobes, isoform B [Source:VB Community Annotation]
AGAP003657-RA	""	""
AGAP003658-RA	GPRALS1	putative allatostatin receptor 1 [Source:VB Community Annotation]
AGAP003658-RB	""	""
AGAP003660-RA	""	""
AGAP003660-RB	""	""
AGAP003661-RA	""	""
AGAP003661-RB	""	""
AGAP003662-RA	""	Prenylated Rab acceptor protein 1 [Source:VB Community Annotation]
AGAP003662-RB	""	Prenylated Rab acceptor protein 1 [Source:VB Community Annotation]
AGAP003663-RA	""	ATP-dependent RNA helicase DBP2 [Source:VB Community Annotation]
AGAP003663-RB	""	ATP-dependent RNA helicase DBP2 [Source:VB Community Annotation]
AGAP003664-RA	""	Envelysin [Source:VB Community Annotation]
AGAP003665-RA	""	""
AGAP003666-RA	""	E3 ubiquitin-protein ligase RNF139 [Source:VB Community Annotation]
AGAP003667-RA	""	""
AGAP003669-RA	""	homeobox protein MSX [Source:VB Community Annotation]
AGAP003670-RA	""	homeobox protein Nkx, invertebrate [Source:VB Community Annotation]
AGAP003671-RA	Bap	protein bagpipe [Source:VB Community Annotation]
AGAP003672-RA	""	""
AGAP003674-RA	""	T-cell leukemia homeobox protein [Source:VB Community Annotation]
AGAP003675-RA	CRZ	corazonin [Source:VB Community Annotation]
AGAP003675-RB	CRZ	corazonin [Source:VB Community Annotation]
AGAP003676-RA	""	DNA repair protein RAD50 [Source:VB Community Annotation]
AGAP003677-RA	""	""
AGAP003678-RA	LST2	lateral signalling target protein 2 [Source:VB Community Annotation]
AGAP003679-RA	""	""
AGAP003680-RA	ABCH2	ATP-binding cassette transporter (ABC transporter) family H member 2 [Source:VB Community Annotation]
AGAP003681-RA	""	huntingtin [Source:VB Community Annotation]
AGAP003684-RA	""	Vesicular amine transporter 2 [Source:VB Community Annotation]
AGAP003685-RA	""	""
AGAP003686-RA	""	""
AGAP003687-RA	""	glycerol-3-phosphate O-acyltransferase 1/2 [Source:VB Community Annotation]
AGAP003688-RA	""	threonine aldolase [Source:VB Community Annotation]
AGAP003689-RA	CLIPC7	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP003691-RA	""	""
AGAP003692-RA	""	Aminopeptidase [Source:UniProtKB/TrEMBL;Acc:Q5TT66]
AGAP003695-RA	""	aminopeptidase N [Source:VB Community Annotation]
AGAP003697-RA	""	beta-1,4-N-acetylglucosaminyltransferase [Source:VB Community Annotation]
AGAP003698-RA	""	zinc finger protein 593 homolog [Source:VB Community Annotation]
AGAP003699-RA	""	beta-1,4-N-acetylglucosaminyltransferase [Source:VB Community Annotation]
AGAP003700-RA	""	methionyl aminopeptidase [Source:VB Community Annotation]
AGAP003701-RA	""	zinc finger protein 593 homolog [Source:VB Community Annotation]
AGAP003702-RA	""	tolkin [Source:VB Community Annotation]
AGAP003703-RA	""	abnormal spindle-like microcephaly-associated protein [Source:VB Community Annotation]
AGAP003704-RA	""	oxygen-dependent protoporphyrinogen oxidase [Source:VB Community Annotation]
AGAP003705-RA	""	Set1/Ash2 histone methyltransferase complex subunit ASH2 [Source:VB Community Annotation]
AGAP003705-RB	""	Set1/Ash2 histone methyltransferase complex subunit ASH2 [Source:VB Community Annotation]
AGAP003706-RA	""	BolA protein [Source:VB Community Annotation]
AGAP003707-RA	""	Transcription elongation factor 1 homolog [Source:VB Community Annotation]
AGAP003709-RA	""	potassium large conductance calcium-activated channel subfamily M alpha member [Source:VB Community Annotation]
AGAP003709-RB	""	potassium large conductance calcium-activated channel subfamily M alpha member [Source:VB Community Annotation]
AGAP003709-RC	""	potassium large conductance calcium-activated channel subfamily M alpha member [Source:VB Community Annotation]
AGAP003709-RD	""	potassium large conductance calcium-activated channel subfamily M alpha member [Source:VB Community Annotation]
AGAP003709-RE	""	potassium large conductance calcium-activated channel subfamily M alpha member [Source:VB Community Annotation]
AGAP003709-RF	""	potassium large conductance calcium-activated channel subfamily M alpha member [Source:VB Community Annotation]
AGAP003710-RA	""	""
AGAP003711-RA	""	V-type H+-transporting ATPase subunit I [Source:VB Community Annotation]
AGAP003711-RB	""	V-type H+-transporting ATPase subunit I [Source:VB Community Annotation]
AGAP003711-RC	""	V-type H+-transporting ATPase subunit I [Source:VB Community Annotation]
AGAP003711-RD	""	V-type H+-transporting ATPase subunit I [Source:VB Community Annotation]
AGAP003712-RA	Ast1	allatostatin 1 [Source:VB Community Annotation]
AGAP003713-RA	""	""
AGAP003714-RA	HPX3	heme peroxidase 3 [Source:VB Community Annotation]
AGAP003715-RA	""	cyclin G-associated kinase [Source:VB Community Annotation]
AGAP003716-RA	twf	Twinfilin [Source:UniProtKB/Swiss-Prot;Acc:Q7QG28]
AGAP003717-RA	""	Twinfilin-1 [Source:VB Community Annotation]
AGAP003718-RA	""	regulator of G-protein signaling [Source:VB Community Annotation]
AGAP003719-RA	""	Ferrochelatase [Source:UniProtKB/TrEMBL;Acc:Q7QG25]
AGAP003720-RA	""	annexin A4 [Source:VB Community Annotation]
AGAP003721-RA	ANXB10B	annexin B10B [Source:VB Community Annotation]
AGAP003722-RA	ANXB10C	annexin B10C [Source:VB Community Annotation]
AGAP003723-RA	""	""
AGAP003725-RA	""	Extended synaptotagmin-like protein 2a [Source:VB Community Annotation]
AGAP003725-RB	""	Extended synaptotagmin-like protein 2a [Source:VB Community Annotation]
AGAP003726-RA	""	""
AGAP003727-RA	""	Protein unc-45 homolog B [Source:VB Community Annotation]
AGAP003728-RA	""	Uncharacterized methyltransferase WBSCR22 [Source:VB Community Annotation]
AGAP003729-RA	""	""
AGAP003730-RA	""	neutral ceramidase [Source:VB Community Annotation]
AGAP003731-RA	""	vacuolar protein sorting-associated protein 37B [Source:VB Community Annotation]
AGAP003732-RA	""	""
AGAP003733-RA	""	alpha-tocopherol transfer protein-like protein [Source:VB Community Annotation]
AGAP003733-RB	""	alpha-tocopherol transfer protein-like protein [Source:VB Community Annotation]
AGAP003734-RA	""	""
AGAP003735-RA	""	""
AGAP003736-RA	""	""
AGAP003737-RA	""	ESF2/ABP1 family protein [Source:VB Community Annotation]
AGAP003738-RA	""	""
AGAP003739-RA	""	""
AGAP003739-RB	""	""
AGAP003740-RA	""	""
AGAP003741-RA	""	""
AGAP003742-RA	""	regulator of chromosome condensation [Source:VB Community Annotation]
AGAP003742-RB	""	regulator of chromosome condensation [Source:VB Community Annotation]
AGAP003743-RA	""	HAUS augmin-like complex subunit 6 [Source:VB Community Annotation]
AGAP003744-RA	""	Ring finger protein 220 [Source:VB Community Annotation]
AGAP003745-RA	""	""
AGAP003746-RA	""	""
AGAP003747-RA	""	""
AGAP003748-RA	""	""
AGAP003749-RA	""	pancreatic triacylglycerol lipase [Source:VB Community Annotation]
AGAP003750-RA	""	glucose dehydrogenase (acceptor) [Source:VB Community Annotation]
AGAP003751-RA	CPAP1-C	""
AGAP003753-RA	""	""
AGAP003753-RB	""	""
AGAP003754-RA	""	""
AGAP003755-RA	""	""
AGAP003756-RA	""	""
AGAP003757-RA	""	""
AGAP003758-RA	""	""
AGAP003759-RA	""	juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP003760-RA	""	""
AGAP003762-RA	""	""
AGAP003763-RA	""	juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP003764-RA	""	juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP003765-RA	""	juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP003766-RA	""	""
AGAP003767-RA	""	""
AGAP003768-RA	RpS2	40S ribosomal protein S2 [Source:VB Community Annotation]
AGAP003768-RB	RpS2	40S ribosomal protein S2 [Source:VB Community Annotation]
AGAP003769-RA	""	importin beta-3 [Source:VB Community Annotation]
