GeneID	GeneDescription	GeneName	TranscriptID
AAEL023697			AAEL023697-RA
AAEL001154			AAEL001154-RA
AAEL010704	clathrin coat assembly protein ap-1 [Source:VB Community Annotation]		AAEL010704-RA
AAEL004964			AAEL004964-RB
AAEL004964			AAEL004964-RC
AAEL004964			AAEL004964-RD
AAEL004964			AAEL004964-RE
AAEL004964			AAEL004964-RF
AAEL004964			AAEL004964-RG
AAEL002329	alpha-1,3-mannosyl-glycoprotein beta-1, 2-n-acetylglucosaminyltransferase [Source:VB Community Annotation]		AAEL002329-RB
AAEL002329	alpha-1,3-mannosyl-glycoprotein beta-1, 2-n-acetylglucosaminyltransferase [Source:VB Community Annotation]		AAEL002329-RC
AAEL001455			AAEL001455-RB
AAEL001455			AAEL001455-RC
AAEL001455			AAEL001455-RD
AAEL001455			AAEL001455-RE
AAEL001455			AAEL001455-RF
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RB
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RC
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RD
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RE
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RF
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RG
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RH
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RI
AAEL011051	porcupine [Source:VB Community Annotation]		AAEL011051-RJ
AAEL028189			AAEL028189-RA
AAEL009858	SIFamide [Source:VB Community Annotation]	SIFa	AAEL009858-RA
AAEL027533			AAEL027533-RA
AAEL023211			AAEL023211-RA
AAEL025810	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]		AAEL025810-RA
AAEL023036			AAEL023036-RA
AAEL010294	membrane-associated guanylate kinase (maguk) [Source:VB Community Annotation]		AAEL010294-RB
AAEL010294	membrane-associated guanylate kinase (maguk) [Source:VB Community Annotation]		AAEL010294-RC
AAEL010294	membrane-associated guanylate kinase (maguk) [Source:VB Community Annotation]		AAEL010294-RD
AAEL010294	membrane-associated guanylate kinase (maguk) [Source:VB Community Annotation]		AAEL010294-RE
AAEL010294	membrane-associated guanylate kinase (maguk) [Source:VB Community Annotation]		AAEL010294-RF
AAEL010294	membrane-associated guanylate kinase (maguk) [Source:VB Community Annotation]		AAEL010294-RG
AAEL010294	membrane-associated guanylate kinase (maguk) [Source:VB Community Annotation]		AAEL010294-RH
AAEL010294	membrane-associated guanylate kinase (maguk) [Source:VB Community Annotation]		AAEL010294-RI
AAEL025409			AAEL025409-RA
AAEL000420	cathepsin o [Source:VB Community Annotation]		AAEL000420-RB
AAEL021025			AAEL021025-RA
AAEL023560			AAEL023560-RA
AAEL023560			AAEL023560-RB
AAEL023560			AAEL023560-RC
AAEL023560			AAEL023560-RD
AAEL021042			AAEL021042-RA
AAEL024805			AAEL024805-RA
AAEL004015	glucose dehydrogenase [Source:VB Community Annotation]		AAEL004015-RA
AAEL026657			AAEL026657-RA
AAEL010631			AAEL010631-RA
AAEL004689			AAEL004689-RD
AAEL004689			AAEL004689-RC
AAEL004689			AAEL004689-RE
AAEL004689			AAEL004689-RB
AAEL004689			AAEL004689-RA
AAEL004689			AAEL004689-RF
AAEL022131			AAEL022131-RA
AAEL002167	gustatory receptor (Gr2) [Source:VB Community Annotation]	Gr2	AAEL002167-RA
AAEL004522	gambicin anti-microbial peptide [Source:VB Community Annotation]	GAM1	AAEL004522-RA
AAEL010075	oxidoreductase [Source:VB Community Annotation]		AAEL010075-RA
AAEL008095			AAEL008095-RB
AAEL021065			AAEL021065-RA
AAEL023785			AAEL023785-RA
AAEL028071			AAEL028071-RA
AAEL002918	centaurin beta [Source:VB Community Annotation]		AAEL002918-RB
AAEL028224			AAEL028224-RA
AAEL028224			AAEL028224-RB
AAEL003893	DNA repair protein xp-c / rad4 [Source:VB Community Annotation]		AAEL003893-RA
AAEL022434			AAEL022434-RA
AAEL025121	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]		AAEL025121-RA
AAEL022514			AAEL022514-RA
AAEL019743			AAEL019743-RA
AAEL019743			AAEL019743-RB
AAEL019743			AAEL019743-RC
AAEL019743			AAEL019743-RD
AAEL010650	sodium/solute symporter [Source:VB Community Annotation]		AAEL010650-RB
AAEL010650	sodium/solute symporter [Source:VB Community Annotation]		AAEL010650-RC
AAEL001748			AAEL001748-RA
AAEL009207	glucose dehydrogenase [Source:VB Community Annotation]		AAEL009207-RB
AAEL023214			AAEL023214-RA
AAEL024594			AAEL024594-RA
AAEL025440			AAEL025440-RA
AAEL005460	alpha-galactosidase/alpha-n-acetylgalactosaminidase [Source:VB Community Annotation]		AAEL005460-RA
AAEL005460	alpha-galactosidase/alpha-n-acetylgalactosaminidase [Source:VB Community Annotation]		AAEL005460-RC
AAEL005460	alpha-galactosidase/alpha-n-acetylgalactosaminidase [Source:VB Community Annotation]		AAEL005460-RB
AAEL005460	alpha-galactosidase/alpha-n-acetylgalactosaminidase [Source:VB Community Annotation]		AAEL005460-RD
AAEL004867	NBP2b protein, putative [Source:VB Community Annotation]		AAEL004867-RB
AAEL007713	viral IAP-associated factor, putative [Source:VB Community Annotation]		AAEL007713-RA
AAEL020381			AAEL020381-RA
AAEL023609			AAEL023609-RA
AAEL012164	spaetzle-like cytokine [Source:VB Community Annotation]	SPZ6	AAEL012164-RA
AAEL010883	sodium/chloride dependent transporter [Source:VB Community Annotation]		AAEL010883-RA
AAEL010883	sodium/chloride dependent transporter [Source:VB Community Annotation]		AAEL010883-RB
AAEL010883	sodium/chloride dependent transporter [Source:VB Community Annotation]		AAEL010883-RC
AAEL027710			AAEL027710-RA
AAEL024004			AAEL024004-RA
AAEL002131			AAEL002131-RA
AAEL021555			AAEL021555-RA
AAEL027267	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]		AAEL027267-RA
AAEL002451	zinc finger protein [Source:VB Community Annotation]		AAEL002451-RB
AAEL011854			AAEL011854-RA
AAEL024871			AAEL024871-RA
AAEL027128			AAEL027128-RA
AAEL025000			AAEL025000-RA
AAEL006799			AAEL006799-RB
AAEL006799			AAEL006799-RC
AAEL015222	adult cuticle protein, putative [Source:VB Community Annotation]		AAEL015222-RA
AAEL027202			AAEL027202-RA
AAEL020902			AAEL020902-RA
AAEL010415	odorant receptor (Or55) [Source:VB Community Annotation]	Or55	AAEL010415-RA
AAEL012072	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]		AAEL012072-RB
AAEL010053			AAEL010053-RA
AAEL010053			AAEL010053-RB
AAEL004017	DNA polymerase v [Source:VB Community Annotation]		AAEL004017-RA
AAEL000085	pupal cuticle protein, putative [Source:VB Community Annotation]		AAEL000085-RA
AAEL012063			AAEL012063-RB
AAEL005821	alanyl aminopeptidase [Source:VB Community Annotation]		AAEL005821-RB
AAEL005821	alanyl aminopeptidase [Source:VB Community Annotation]		AAEL005821-RA
AAEL007420	Serine Protease Inhibitor (serpin) homologue - unlikely to be inhibitory [Source:VB Community Annotation]	SRPN25	AAEL007420-RB
AAEL026509			AAEL026509-RA
AAEL003203	fatty acid desaturase, putative [Source:VB Community Annotation]		AAEL003203-RC
AAEL003203	fatty acid desaturase, putative [Source:VB Community Annotation]		AAEL003203-RD
AAEL003203	fatty acid desaturase, putative [Source:VB Community Annotation]		AAEL003203-RE
AAEL003203	fatty acid desaturase, putative [Source:VB Community Annotation]		AAEL003203-RF
AAEL020048			AAEL020048-RA
AAEL009075			AAEL009075-RA
AAEL019714			AAEL019714-RA
AAEL019714			AAEL019714-RB
AAEL019714			AAEL019714-RC
AAEL019714			AAEL019714-RD
AAEL019714			AAEL019714-RE
AAEL019714			AAEL019714-RF
AAEL000604			AAEL000604-RC
AAEL018236			AAEL018236-RB
AAEL018236			AAEL018236-RC
AAEL018236			AAEL018236-RD
AAEL018236			AAEL018236-RE
AAEL018236			AAEL018236-RF
AAEL018236			AAEL018236-RG
AAEL018236			AAEL018236-RH
AAEL018236			AAEL018236-RI
AAEL024094			AAEL024094-RA
AAEL023623			AAEL023623-RA
AAEL020070			AAEL020070-RA
AAEL010558			AAEL010558-RA
AAEL009580			AAEL009580-RA
AAEL009580			AAEL009580-RB
AAEL023154			AAEL023154-RA
AAEL014916	lipase 1 precursor [Source:VB Community Annotation]		AAEL014916-RA
AAEL014039			AAEL014039-RC
AAEL014039			AAEL014039-RD
AAEL004004	chromatin regulatory protein sir2 [Source:VB Community Annotation]		AAEL004004-RA
AAEL023501			AAEL023501-RA
AAEL023501			AAEL023501-RB
AAEL002997	Clip-Domain Serine Protease  family D. [Source:VB Community Annotation]	CLIPD3	AAEL002997-RB
AAEL023072	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]		AAEL023072-RA
AAEL000026	dynein light chain, putative [Source:VB Community Annotation]		AAEL000026-RA
AAEL023201			AAEL023201-RA
AAEL006688	Splicing factor 3B subunit 5 [Source:UniProtKB/TrEMBL;Acc:Q175C9]		AAEL006688-RA
AAEL003832	defensin anti-microbial peptide [Source:VB Community Annotation]	DEFC	AAEL003832-RA
AAEL013808	fascin [Source:VB Community Annotation]		AAEL013808-RE
AAEL013808	fascin [Source:VB Community Annotation]		AAEL013808-RC
AAEL013808	fascin [Source:VB Community Annotation]		AAEL013808-RB
AAEL013808	fascin [Source:VB Community Annotation]		AAEL013808-RF
AAEL013808	fascin [Source:VB Community Annotation]		AAEL013808-RD
AAEL013808	fascin [Source:VB Community Annotation]		AAEL013808-RA
AAEL025223			AAEL025223-RA
AAEL025223			AAEL025223-RB
AAEL020971			AAEL020971-RA
AAEL025762			AAEL025762-RA
AAEL025762			AAEL025762-RB
AAEL025762			AAEL025762-RC
AAEL025762			AAEL025762-RD
AAEL025762			AAEL025762-RE
AAEL025762			AAEL025762-RF
AAEL025762			AAEL025762-RG
AAEL025762			AAEL025762-RH
AAEL027650			AAEL027650-RA
AAEL027676	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]		AAEL027676-RA
AAEL017359			AAEL017359-RB
AAEL028045			AAEL028045-RA
AAEL022428			AAEL022428-RA
AAEL006349			AAEL006349-RA
AAEL010230	NADH:ubiquinone dehydrogenase, putative [Source:VB Community Annotation]		AAEL010230-RA
AAEL007189	nocturnin [Source:VB Community Annotation]		AAEL007189-RB
AAEL007189	nocturnin [Source:VB Community Annotation]		AAEL007189-RC
AAEL007189	nocturnin [Source:VB Community Annotation]		AAEL007189-RD
AAEL007189	nocturnin [Source:VB Community Annotation]		AAEL007189-RE
AAEL007189	nocturnin [Source:VB Community Annotation]		AAEL007189-RF
AAEL007189	nocturnin [Source:VB Community Annotation]		AAEL007189-RG
AAEL007189	nocturnin [Source:VB Community Annotation]		AAEL007189-RH
AAEL003237	low molecular weight protein-tyrosine-phosphatase [Source:VB Community Annotation]		AAEL003237-RA
AAEL001478	bile acid beta-glucosidase, putative [Source:VB Community Annotation]		AAEL001478-RB
AAEL002111	cuticle protein, putative [Source:VB Community Annotation]		AAEL002111-RB
AAEL021469			AAEL021469-RA
AAEL001361	brahma associated protein 170kD, putative [Source:VB Community Annotation]		AAEL001361-RB
AAEL001361	brahma associated protein 170kD, putative [Source:VB Community Annotation]		AAEL001361-RC
AAEL001361	brahma associated protein 170kD, putative [Source:VB Community Annotation]		AAEL001361-RD
AAEL001361	brahma associated protein 170kD, putative [Source:VB Community Annotation]		AAEL001361-RE
AAEL001361	brahma associated protein 170kD, putative [Source:VB Community Annotation]		AAEL001361-RF
AAEL001361	brahma associated protein 170kD, putative [Source:VB Community Annotation]		AAEL001361-RG
AAEL026409			AAEL026409-RA
AAEL021394			AAEL021394-RA
AAEL021394			AAEL021394-RB
AAEL021394			AAEL021394-RC
AAEL004252			AAEL004252-RA
AAEL006548			AAEL006548-RA
AAEL023227			AAEL023227-RA
AAEL007253			AAEL007253-RC
AAEL007253			AAEL007253-RB
AAEL007253			AAEL007253-RA
AAEL024223			AAEL024223-RA
AAEL025004			AAEL025004-RA
AAEL004983	Inhibitor of growth proteining, ing4 [Source:VB Community Annotation]		AAEL004983-RA
AAEL004983	Inhibitor of growth proteining, ing4 [Source:VB Community Annotation]		AAEL004983-RB
AAEL025976			AAEL025976-RA
AAEL025976			AAEL025976-RB
AAEL025976			AAEL025976-RC
AAEL022560			AAEL022560-RA
AAEL025617			AAEL025617-RA
AAEL008382			AAEL008382-RB
AAEL025780			AAEL025780-RA
AAEL025780			AAEL025780-RB
AAEL021105			AAEL021105-RA
AAEL007990			AAEL007990-RC
AAEL007990			AAEL007990-RD
AAEL007990			AAEL007990-RE
AAEL007990			AAEL007990-RF
AAEL022138			AAEL022138-RA
AAEL022265			AAEL022265-RA
AAEL002803			AAEL002803-RB
AAEL002803			AAEL002803-RC
AAEL028044			AAEL028044-RA
AAEL009632	short-chain dehydrogenase [Source:VB Community Annotation]		AAEL009632-RB
AAEL010045	Protein FAM50 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16U25]		AAEL010045-RA
AAEL012000			AAEL012000-RA
AAEL009427			AAEL009427-RB
AAEL009427			AAEL009427-RC
AAEL025869			AAEL025869-RA
AAEL019928			AAEL019928-RA
AAEL019928			AAEL019928-RB
AAEL019928			AAEL019928-RC
AAEL019928			AAEL019928-RD
AAEL019928			AAEL019928-RE
AAEL019928			AAEL019928-RF
AAEL019928			AAEL019928-RG
AAEL019928			AAEL019928-RH
AAEL019928			AAEL019928-RI
AAEL021332			AAEL021332-RA
AAEL006132			AAEL006132-RA
AAEL002442			AAEL002442-RA
AAEL000051	odorant binding protein OBP3 [Source:VB Community Annotation]	OBP3	AAEL000051-RA
AAEL014672			AAEL014672-RB
AAEL024989			AAEL024989-RA
AAEL025049			AAEL025049-RA
AAEL025049			AAEL025049-RB
AAEL025049			AAEL025049-RC
AAEL025049			AAEL025049-RD
AAEL025049			AAEL025049-RE
AAEL025049			AAEL025049-RF
AAEL025049			AAEL025049-RG
AAEL025049			AAEL025049-RH
AAEL025049			AAEL025049-RI
AAEL025049			AAEL025049-RJ
AAEL025049			AAEL025049-RK
AAEL025049			AAEL025049-RL
AAEL025049			AAEL025049-RM
AAEL025049			AAEL025049-RN
AAEL013341	lethal(2)essential for life protein, l2efl [Source:VB Community Annotation]		AAEL013341-RB
AAEL003574			AAEL003574-RA
AAEL023597			AAEL023597-RA
AAEL005034	hemoglobin (heterodimeric), putative [Source:VB Community Annotation]		AAEL005034-RA
AAEL013587	acidic ribosomal protein P1, putative [Source:VB Community Annotation]	RpLP1	AAEL013587-RA
AAEL005877			AAEL005877-RD
AAEL005877			AAEL005877-RE
AAEL013656	bm-40 precursor [Source:VB Community Annotation]		AAEL013656-RA
AAEL026600			AAEL026600-RA
AAEL003243	Clip-Domain Serine Protease  family B. [Source:VB Community Annotation]	CLIPB13A	AAEL003243-RA
AAEL021705			AAEL021705-RA
AAEL008212	serine collagenase 1 precursor, putative [Source:VB Community Annotation]		AAEL008212-RA
AAEL003722	ribonuclease UK114, putative [Source:VB Community Annotation]		AAEL003722-RC
AAEL003722	ribonuclease UK114, putative [Source:VB Community Annotation]		AAEL003722-RB
AAEL022992			AAEL022992-RA
AAEL017179			AAEL017179-RA
AAEL006434	serine protease, putative [Source:VB Community Annotation]		AAEL006434-RB
AAEL006434	serine protease, putative [Source:VB Community Annotation]		AAEL006434-RA
AAEL021514			AAEL021514-RA
AAEL002642	tripartite motif protein trim9 [Source:VB Community Annotation]		AAEL002642-RB
AAEL002642	tripartite motif protein trim9 [Source:VB Community Annotation]		AAEL002642-RA
AAEL011696			AAEL011696-RA
AAEL026119			AAEL026119-RA
AAEL002605	odorant binding protein OBP14 [Source:VB Community Annotation]	OBP14	AAEL002605-RA
AAEL006095	Gelsolin precursor [Source:VB Community Annotation]		AAEL006095-RC
AAEL006095	Gelsolin precursor [Source:VB Community Annotation]		AAEL006095-RB
AAEL006095	Gelsolin precursor [Source:VB Community Annotation]		AAEL006095-RD
AAEL006095	Gelsolin precursor [Source:VB Community Annotation]		AAEL006095-RA
AAEL022051			AAEL022051-RA
AAEL022051			AAEL022051-RB
AAEL019881	Sex peptide receptor [Source:UniProtKB/TrEMBL;Acc:B0F4E9]		AAEL019881-RA
AAEL021284			AAEL021284-RA
AAEL021284			AAEL021284-RB
AAEL021284			AAEL021284-RC
AAEL021284			AAEL021284-RD
AAEL021284			AAEL021284-RE
AAEL026687			AAEL026687-RA
AAEL022645			AAEL022645-RA
AAEL006344	sulfotransferase (sult) [Source:VB Community Annotation]		AAEL006344-RB
AAEL012388			AAEL012388-RB
AAEL012388			AAEL012388-RC
AAEL012388			AAEL012388-RA
AAEL001119	DNA-binding protein Ewg, putative [Source:VB Community Annotation]		AAEL001119-RB
AAEL001119	DNA-binding protein Ewg, putative [Source:VB Community Annotation]		AAEL001119-RC
AAEL001119	DNA-binding protein Ewg, putative [Source:VB Community Annotation]		AAEL001119-RD
AAEL001119	DNA-binding protein Ewg, putative [Source:VB Community Annotation]		AAEL001119-RE
AAEL001119	DNA-binding protein Ewg, putative [Source:VB Community Annotation]		AAEL001119-RF
AAEL001119	DNA-binding protein Ewg, putative [Source:VB Community Annotation]		AAEL001119-RG
AAEL001119	DNA-binding protein Ewg, putative [Source:VB Community Annotation]		AAEL001119-RH
AAEL022732			AAEL022732-RA
AAEL021221			AAEL021221-RA
AAEL008496			AAEL008496-RD
AAEL008496			AAEL008496-RA
AAEL008496			AAEL008496-RE
AAEL008496			AAEL008496-RB
AAEL008496			AAEL008496-RC
AAEL019639			AAEL019639-RA
AAEL010381	Glucosyl/glucuronosyl transferases [Source:UniProtKB/TrEMBL;Acc:A0A1S4FQK1]		AAEL010381-RA
AAEL010381	Glucosyl/glucuronosyl transferases [Source:UniProtKB/TrEMBL;Acc:A0A1S4FQK1]		AAEL010381-RB
AAEL014533			AAEL014533-RB
AAEL021117			AAEL021117-RA
AAEL019632			AAEL019632-RA
AAEL019632			AAEL019632-RB
AAEL019632			AAEL019632-RC
AAEL019632			AAEL019632-RD
AAEL019632			AAEL019632-RE
AAEL001352	scaffold attachment factor b [Source:VB Community Annotation]		AAEL001352-RA
AAEL028063			AAEL028063-RA
AAEL024762			AAEL024762-RA
AAEL020002			AAEL020002-RA
AAEL020002			AAEL020002-RB
AAEL020002			AAEL020002-RC
AAEL020002			AAEL020002-RD
AAEL020002			AAEL020002-RE
AAEL020002			AAEL020002-RF
AAEL020934			AAEL020934-RA
AAEL004919			AAEL004919-RA
AAEL004919			AAEL004919-RB
AAEL020261			AAEL020261-RA
AAEL026510			AAEL026510-RA
AAEL026510			AAEL026510-RB
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RB
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RC
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RD
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RE
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RF
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RG
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RH
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RI
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RJ
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RK
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RL
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RM
AAEL007931	P21-activated kinase, pak [Source:VB Community Annotation]		AAEL007931-RN
AAEL007377	ammonium transporter [Source:VB Community Annotation]		AAEL007377-RA
AAEL020015			AAEL020015-RA
AAEL026461			AAEL026461-RA
AAEL012858			AAEL012858-RA
AAEL024834			AAEL024834-RA
AAEL007813			AAEL007813-RA
AAEL024888			AAEL024888-RA
AAEL003749	Transcription elongation factor 1 homolog [Source:UniProtKB/TrEMBL;Acc:Q0IFZ5]		AAEL003749-RA
AAEL003749	Transcription elongation factor 1 homolog [Source:UniProtKB/TrEMBL;Acc:Q0IFZ5]		AAEL003749-RB
AAEL023207			AAEL023207-RA
AAEL017149	odorant receptor - partial [Source:VB Community Annotation]	Or91	AAEL017149-RA
AAEL025412			AAEL025412-RA
AAEL024836			AAEL024836-RA
AAEL003534			AAEL003534-RB
AAEL003534			AAEL003534-RC
AAEL003534			AAEL003534-RD
AAEL003534			AAEL003534-RE
AAEL003534			AAEL003534-RF
AAEL003534			AAEL003534-RG
AAEL003534			AAEL003534-RH
AAEL001671			AAEL001671-RA
AAEL009057	cyclin e [Source:VB Community Annotation]		AAEL009057-RA
AAEL009057	cyclin e [Source:VB Community Annotation]		AAEL009057-RB
AAEL009057	cyclin e [Source:VB Community Annotation]		AAEL009057-RC
AAEL020824			AAEL020824-RA
AAEL003374	Suppressor of fused homolog [Source:UniProtKB/TrEMBL;Acc:Q17FL2]		AAEL003374-RA
AAEL020976	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]		AAEL020976-RA
AAEL014835			AAEL014835-RA
AAEL008116			AAEL008116-RB
AAEL004356			AAEL004356-RB
AAEL010042			AAEL010042-RA
AAEL019732			AAEL019732-RA
AAEL019732			AAEL019732-RB
AAEL019732			AAEL019732-RC
AAEL019732			AAEL019732-RD
AAEL019732			AAEL019732-RE
AAEL019732			AAEL019732-RF
AAEL019732			AAEL019732-RG
AAEL019732			AAEL019732-RH
AAEL019732			AAEL019732-RI
AAEL019732			AAEL019732-RJ
AAEL019732			AAEL019732-RK
AAEL019732			AAEL019732-RL
AAEL019732			AAEL019732-RM
AAEL019732			AAEL019732-RN
AAEL026623			AAEL026623-RA
AAEL026623			AAEL026623-RB
AAEL026156			AAEL026156-RA
AAEL012588	Hsp70-interacting protein, putative [Source:VB Community Annotation]		AAEL012588-RA
AAEL007131	sugar transporter [Source:VB Community Annotation]		AAEL007131-RB
AAEL009686	Red protein (ik factor) (cytokine ik) [Source:UniProtKB/TrEMBL;Acc:A0A1S4FN34]		AAEL009686-RA
AAEL000533	C-Type Lectin (CTL16) [Source:VB Community Annotation]	CTL16	AAEL000533-RA
AAEL002924			AAEL002924-RC
AAEL002924			AAEL002924-RD
AAEL002924			AAEL002924-RE
AAEL002924			AAEL002924-RF
AAEL023828			AAEL023828-RA
AAEL026839			AAEL026839-RA
AAEL024374			AAEL024374-RA
AAEL014972			AAEL014972-RB
AAEL014972			AAEL014972-RC
AAEL014972			AAEL014972-RD
AAEL014972			AAEL014972-RE
AAEL014972			AAEL014972-RF
AAEL021694			AAEL021694-RA
AAEL021694			AAEL021694-RB
AAEL027487			AAEL027487-RA
AAEL014763	tak1 binding protein-1 [Source:VB Community Annotation]		AAEL014763-RA
AAEL002754	nephrin [Source:VB Community Annotation]		AAEL002754-RB
AAEL007952			AAEL007952-RC
AAEL007952			AAEL007952-RD
AAEL007952			AAEL007952-RA
AAEL007952			AAEL007952-RB
AAEL007952			AAEL007952-RE
AAEL025560			AAEL025560-RA
AAEL025560			AAEL025560-RB
AAEL012404	transcription factor sp8,sp9 [Source:VB Community Annotation]		AAEL012404-RB
AAEL025541			AAEL025541-RA
AAEL026312			AAEL026312-RA
AAEL008957			AAEL008957-RB
AAEL013272	60S ribosomal protein L37a [Source:VB Community Annotation]	RpL27a	AAEL013272-RA
AAEL023043			AAEL023043-RA
AAEL023043			AAEL023043-RB
AAEL008738	DEAD box ATP-dependent RNA helicase [Source:VB Community Annotation]		AAEL008738-RA
AAEL015363	cuticle protein, putative [Source:VB Community Annotation]		AAEL015363-RA
AAEL026253			AAEL026253-RA
AAEL026253			AAEL026253-RB
AAEL024429			AAEL024429-RA
AAEL024429			AAEL024429-RB
AAEL021403			AAEL021403-RA
AAEL027568			AAEL027568-RA
AAEL004616	actin [Source:VB Community Annotation]		AAEL004616-RA
AAEL026800			AAEL026800-RA
AAEL026800			AAEL026800-RB
AAEL002075			AAEL002075-RA
AAEL017043	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9HYG1]	Or84	AAEL017043-RB
AAEL017043	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9HYG1]	Or84	AAEL017043-RC
AAEL017043	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:J9HYG1]	Or84	AAEL017043-RA
AAEL019934			AAEL019934-RA
AAEL007796	Clip-Domain Serine Protease  family D [Source:VB Community Annotation]	CLIPD1	AAEL007796-RB
AAEL007796	Clip-Domain Serine Protease  family D [Source:VB Community Annotation]	CLIPD1	AAEL007796-RC
AAEL007796	Clip-Domain Serine Protease  family D [Source:VB Community Annotation]	CLIPD1	AAEL007796-RA
AAEL008517	elongation factor tu (ef-tu) [Source:VB Community Annotation]		AAEL008517-RA
AAEL015253			AAEL015253-RA
AAEL021297	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]		AAEL021297-RA
AAEL005769	glucose dehydrogenase [Source:VB Community Annotation]		AAEL005769-RA
AAEL005769	glucose dehydrogenase [Source:VB Community Annotation]		AAEL005769-RB
AAEL005769	glucose dehydrogenase [Source:VB Community Annotation]		AAEL005769-RC
AAEL024080			AAEL024080-RA
AAEL004216			AAEL004216-RA
AAEL011701			AAEL011701-RA
AAEL011701			AAEL011701-RB
AAEL025585			AAEL025585-RA
AAEL025307			AAEL025307-RA
AAEL014873	Osiris, putative [Source:VB Community Annotation]		AAEL014873-RA
AAEL007311			AAEL007311-RA
AAEL021393			AAEL021393-RA
AAEL028125			AAEL028125-RA
AAEL021549			AAEL021549-RA
AAEL027300			AAEL027300-RA
AAEL027300			AAEL027300-RB
AAEL027300			AAEL027300-RC
AAEL009574	elongase, putative [Source:VB Community Annotation]		AAEL009574-RC
AAEL009574	elongase, putative [Source:VB Community Annotation]		AAEL009574-RB
AAEL009574	elongase, putative [Source:VB Community Annotation]		AAEL009574-RA
AAEL009574	elongase, putative [Source:VB Community Annotation]		AAEL009574-RD
AAEL009574	elongase, putative [Source:VB Community Annotation]		AAEL009574-RE
AAEL027971			AAEL027971-RA
AAEL023570			AAEL023570-RA
AAEL008319	protein disulfide isomerase [Source:VB Community Annotation]		AAEL008319-RA
AAEL017985			AAEL017985-RA
AAEL017985			AAEL017985-RB
AAEL020697			AAEL020697-RA
AAEL002688	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]		AAEL002688-RA
AAEL024920			AAEL024920-RA
AAEL024920			AAEL024920-RB
AAEL023591			AAEL023591-RA
AAEL011988	tRNA selenocysteine associated protein (secp43) [Source:VB Community Annotation]		AAEL011988-RA
AAEL023222			AAEL023222-RA
AAEL012903	sugar transporter [Source:VB Community Annotation]		AAEL012903-RA
AAEL018011			AAEL018011-RB
AAEL018011			AAEL018011-RC
AAEL018011			AAEL018011-RD
AAEL002394			AAEL002394-RB
AAEL002394			AAEL002394-RA
AAEL011541	Ubiquitin protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTM8]		AAEL011541-RA
AAEL022947			AAEL022947-RA
AAEL025189			AAEL025189-RA
AAEL025189			AAEL025189-RB
AAEL025189			AAEL025189-RC
AAEL026507			AAEL026507-RA
AAEL004300			AAEL004300-RA
AAEL004300			AAEL004300-RC
AAEL004300			AAEL004300-RB
AAEL026189			AAEL026189-RA
AAEL001024	mitochondrial carrier protein [Source:VB Community Annotation]		AAEL001024-RB
AAEL001024	mitochondrial carrier protein [Source:VB Community Annotation]		AAEL001024-RA
AAEL011969	protein-s isoprenylcysteine o-methyltransferase [Source:VB Community Annotation]		AAEL011969-RA
AAEL024289			AAEL024289-RA
AAEL023827			AAEL023827-RA
AAEL025199			AAEL025199-RA
